"Paper_ID","Year","N_Total","Design","Sport","BT_Classification","Comparator","Arm_Structure","Outcome_Domain","Outcome_Metric","Timepoint","Lower_Is_Better","IG_N","IG_Mean","IG_SD","CG_N","CG_Mean","CG_SD","Reported_Effect","N_Allocated_IG","N_Allocated_CG","Dropout_N_IG","Dropout_N_CG","Adherence_N_IG","Adherence_Total_IG","Adherence_Rate_IG","Adherence_N_CG","Adherence_Total_CG","Adherence_Rate_CG","Any_AE_N_IG","Any_AE_Total_IG","Any_AE_N_CG","Any_AE_Total_CG","AE_Type","AE_N_IG","AE_N_CG","Serious_AE_N_IG","Serious_AE_N_CG","Overall_AE_N","Overall_AE_Total","Notes","Source_Quote"
"Jones2026.pdf","2026","77","RCT","endurance","box breathing","spontaneous breathing","parallel","Physiological","Heart Rate Recovery 1 min (bpm)","Post-exercise","FALSE","21","129.5","12.6","20","132.6","13.5","p > 0.05","25","25","","","","","","","","","","","","","0","62","15 participants dropped due to data errors, 5 outliers removed.","HRR1 (bpm) 130.2 ? 13.4, 129.5 ? 12.6, 129.3 ? 14.4, 132.6 ? 13.5",,,,,
"Kacoglu2017.pdf","2017","14","Crossover","running","hyperventilation","normal ventilation","crossover","Performance","10-m sprint time (s)","Post-exercise","TRUE","14","1.94","0.11","14","1.92","0.11","p < 0.05","14","14","0","0","14","14","100","14","14","100","0","14","0","14","None","0","0","0","0","0","14","Small decrement in sprint performance with hyperventilation.","Ten meter sprint time significantly decreased after HP protocol (1.94 ? 0.11s) but this performance enhancement is approximately 1% (?0.02s) compared to NV"
"Kasap2025.pdf","2025","40","Crossover","non-sport exercise/performance","box breathing","6 bpm breathing","crossover","Physiological","Final Heart Rate (bpm)","Post-exercise","TRUE","40","164.65","9.40","40","154.77","12.18","p < 0.001","40","40","0","0","40","40","100","40","40","100","0","40","0","40","None","0","0","0","0","0","40","Both are active interventions compared to each other.","Box breathing resulted in a significantly higher final heart rate compared to 6 bpm (p < 0.001)."
"Laborde2019.pdf","2019","120","Crossover","non-sport exercise/performance","slow-paced breathing","watching TV documentary","crossover","Performance","Number of Burpees","Post-intervention","FALSE","60","64.27","11.54","60","63.00","11.64","p > 0.05","60","60","","","","","","","","","","","","","","","","","","Crossover arm structure comparing SPB to active control.","Number of Burpees 64.27 11.54 63.00 11.64",,
"Lapointe2020.pdf","2020","17","RCT","team sports","hypoventilation (VHL)","normal breathing (CTL)","parallel","Performance","RSASdec (%)","Post-training (4 weeks)","TRUE","7","5.49","2.70","6","6.46","2.50","ES -0.44","9","8","2","2","","","","","","","","","","","","","","4","17","4 total dropouts, 1 due to unrelated injury.","VHL did not clearly modify RSAbest, but likely lowered RSASdec (VHL: -24.5% vs. CTL: -5.9%, group difference: -19.8%, ES -0.44).",,
"Li2024.pdf","2024","30","Crossover","non-sport exercise/performance","regulated breathing (Rhythm+Stand)","free breathing (Free+Stand)","crossover","Physiological","Average Heart Rate (bpm)","During exercise","TRUE","22","94.9","3.80","22","84.4","4.82","p < 0.001","30","30","8","8","22","30","73.3","22","30","73.3","0","22","0","22","None","0","0","0","0","0","22","8 dropouts: 3 musculoskeletal, 1 illness, 4 personal.","Average HR in test (bpm) FS 84.4 (4.82) RS 94.9 (3.80)"
"Lim2018.pdf","2018","10","Crossover","cycling","breath holding (CONT-BH)","free-breathing (CONT)","crossover","Physiological","VO2p (L/min)","Post-exercise","FALSE","10","2.15","0.42","10","2.11","0.38","p > 0.05","10","10","0","0","10","10","100","10","10","100","0","10","0","10","None","0","0","0","0","0","10","","Table 4: VO2p 2.15 ? 0.42 (CONT-BH) vs 2.11 ? 0.38 (CONT)"
"Malakhov2014.pdf","2014","66","Crossover","mixed/various sports","hyperventilation","quiet breath","crossover","Performance","Mean velocity of CP displacement (V, mm/s)","Post-exercise","TRUE","38","37.76","29.00","38","7.06","1.68","p = 0.005","38","38","0","0","38","38","100","38","38","100","0","38","0","38","None","0","0","0","0","0","38","Values taken from Athletes group (n=38).","V, mm s-1 25.45 ? 11.12 37.76 ? 29.00 0.0006 0.005"
"Merlin2024.pdf","2024","13","RCT","swimming","slow-paced breathing","control","parallel","Physiological","Heart rate exercise (HRex, bpm)","Post-intervention (Week 6)","TRUE","7","154.0","17.78","6","159.3","8.73","p > 0.05","7","6","0","0","7","7","100","6","6","100","0","7","0","6","None","0","0","0","0","0","13","","HRex I 154 (17.78) C 159.3 (8.73)"
"Pelka2017.pdf","2017","27","Crossover","running","slow-paced breathing","control","crossover","Performance","Average Maximum Speed (m/s)","Post-relaxation","FALSE","27","5.21","0.61","27","5.19","0.64","p = 0.033","27","27","0","0","27","27","100","27","27","100","0","27","0","27","None","0","0","0","0","0","27","Dropouts occurred during habituation (3 out of 30). 27 analysed.","Participants increased their average maximum speed from pre- to post-relaxation intervention only in the systematic breathing regulation, t(25) = -2.13, P = 0.043"
"Robertson2020.pdf","2020","9","Crossover","swimming","pre-race apneas (WUAP)","control (CON)","crossover","Performance","400-m freestyle time (s)","Post-exercise","TRUE","10","275.79","12.88","10","278.66","13.31","p = 0.035","10","10","0","0","10","10","100","10","10","100","0","10","0","10","None","0","0","0","0","0","10","","The time swam in the WUAP time-trial (275.79 ? 12.88 seconds) was significantly faster than the CON (278.66 ? 13.31 seconds, p = 0.035)"
"Sakamoto2014.pdf","2014","15","Crossover","cycling","hyperventilation","control","crossover","Performance","Peak Power Pretest (W)","Pre-exercise","FALSE","15","829","107","15","833","119","p > 0.05","15","15","0","0","15","15","100","15","15","100","0","15","0","15","None","0","0","0","0","0","15","Baseline differences not significant.","The pretest baseline values between the control and hyperventilation conditions were not statistically different: peak power (833 ? 119 vs. 829 ? 107 W)"
"Sakamoto2015.pdf","2015","15","Crossover","resistance/strength","hyperventilation","control","crossover","Performance","Peak Torque 60/s (Nm)","Pre-exercise","FALSE","15","237.1","56.8","15","234.0","58.4","p > 0.05","15","15","0","0","15","15","100","15","15","100","0","15","0","15","None","0","0","0","0","0","15","Baseline differences not significant.","There was no significant differences between control and hyperventilation conditions for pre-test values of peak torque (60?/s: 234.0 ? 58.4 vs. 237.1 ? 56.8 N m)"
"Sakamoto2018.pdf","2018","17","Crossover","cycling","hyperventilation short (HVshort)","control","crossover","Physiological","VO2 (ml/min) SP1","During exercise","FALSE","15","1767.5","214.6","15","1692.0","218.8","p = 0.008","17","17","2","2","","","","","","","","","","","","","","2","17","2 dropped due to transducer error.","VO2 (ml/min) CON 1,692.0 HVshort 1,767.5 Condition: 0.008",,
"Sikora2024.pdf","2024","69","Observational","mixed/various sports","diaphragmatic breathing","thoracic breathing","observational","Physiological","Vital Capacity (VC) (L)","Baseline","FALSE","38","5.495","1.13","22","4.05","0.95","p = 0.001","38","22","","","","","","","","","","","","","","","","","Observational comparison in athletes.","Diaphragmatic versus Thoracic: VC (L) 4.05 ? 0.95 5.495 ? 1.13 9.777 0.000 0.307 0.001",,,
"Stavrou2015.pdf","2015","28","RCT","swimming","intermittent breath holding","self-selected breathing frequency","parallel","Physiological","FEV1","Post-training (16 weeks)","FALSE","14","4.7","0.8","14","3.8","0.8","p < 0.05","14","14","0","0","14","14","100","14","14","100","0","14","0","14","None","0","0","0","0","0","28","","FEV1: IBH After 50m 4.7 ? 0.8; SBF After 50m 3.8 ? 0.8"
"Taylor2021.pdf","2021","50","Crossover","non-sport exercise/performance","fast-paced breathing","slow-paced breathing","crossover","Performance","Reaction Time (RT) (ms)","During task","TRUE","47","694.10","266.68","47","783.61","339.63","p < 0.001","47","47","0","0","47","47","100","47","47","100","47","47","47","47","dyspnea / hindrance","47","47","0","0","47","47","Fast breathing caused significant dyspnea.","fast breathing frequencies decreased reaction time compared to slow (Z = - 5.41, p < 0.001, r = - 0.179)"
"Tomita2026.pdf","2026","26","Crossover","non-sport exercise/performance","controlled breathing","random thinking","crossover","Performance","Mean Power (%VO2max)","During HIIT","FALSE","26","153.3","13.5","26","153.0","14.7","p > 0.05","26","26","0","0","26","26","100","26","26","100","0","26","0","26","None","0","0","0","0","0","26","Data are medians and interquartile ranges (IQR). IQR presented in SD column.","All 26 participants completed the intervention and HIIT protocols without adverse events... Mean power (%VO2 max) 153.0 (14.7) 153.3 (13.5)"
"Trincat2017.pdf","2017","16","RCT","swimming","hypoventilation","normal breathing","parallel","Physiological","Time at SpO2 <= 88% (s)","During test","TRUE","8","34","0.7","8","0","0","p < 0.01","8","8","0","0","8","8","100","8","8","100","8","8","0","8","severe hypoxemia","8","0","0","0","8","16","IG experienced hypoxemia inherently linked to protocol.","82.5% < Time at SpO2 <= 85% 34 ? 0.7 0"
"Woorons2016.pdf","2016","16","RCT","swimming","hypoventilation (VHL)","normal breathing (CONT)","parallel","Physiological","SpO2 Post 100m (%)","Post-exercise","FALSE","8","98.3","1.7","7","98.9","1.0","p > 0.05","8","8","0","1","","","","","","","","","","","","","0","15","One dropout in CONT due to inability to breathe through snorkel.","SpO2 (%) VHL Post 98.3 ? 1.7 CONT Post 98.9 ? 1.0",,,
"Woorons2017.pdf","2017","9","Crossover","cycling","hypoventilation (RSH-VHL)","normal breathing (RSN)","crossover","Physiological","Tidal Volume (Vt) S1 (L)","During exercise","FALSE","9","2.50","0.5","9","2.34","0.7","p = 0.11","9","9","0","0","9","9","100","9","9","100","0","9","0","9","None","0","0","0","0","0","9","","Vt (L) S1 RSH-VHL 2.50 ? 0.5 RSN 2.34 ? 0.7 ANOVA P value T: 0.11"
"Woorons2019b.pdf","2019","18","RCT","cycling","hypoventilation (RSH-VHL)","normal breathing (RSN)","parallel","Performance","RSA mean MPO (W)","Post-training (3 weeks)","FALSE","9","911","117","9","852","69","p < 0.01","9","9","0","0","9","9","100","9","9","100","0","9","0","9","None","0","0","0","0","0","18","","RSA mean MPO (W) Post RSH-VHL 911 ? 117 Post RSN 852 ? 69"
"Woorons2024.pdf","\2024","20","RCT","combat sports","hypoventilation (RSH-VHL)","normal breathing (RSN)","parallel","Performance","MPOmean(5-8) (W)","Post-training 1","FALSE","9","266","67","8","246","64","p = 0.02","10","10","1","2","9","10","90","8","10","80","0","9","0","8","None","0","0","0","0","0","17","Dropouts due to missed sessions.","MPOmean(5-8) (W) Post-1 266 ? 67 * 246 ? 64 0.02"
"You2023.pdf","2023","78","Crossover","non-sport exercise/performance","slow-paced breathing (6 cpm)","usual breathing","crossover","Physiological","RMSSD (ms)","Post-intervention","FALSE","75","97.62","43.81","75","62.84","35.96","p < 0.001","78","78","3","3","75","78","96.1","75","78","96.1","0","75","0","75","None","0","0","0","0","0","75","Used 6 cpm vs control for meta-analysis row.","RMSSD M 97.62 (6cpm) 62.84 (Control)"
"Bouten2020.pdf","2020","11","Crossover","cycling","breath holding/apnea","placebo/control","crossover","Performance","3-km cycling time","Post-intervention","TRUE","11","","","","","","","p > 0.05","11","11","0","0","11","11","100","11","11","100","0","11","0","11","None","0","0","0","0","0","11","No significant improvement in time trial performance."
"Braham2024.pdf","2024","16","RCT","team sports","hypoventilation (VHL)","normal breathing (RSN)","parallel","Performance","Repeated-sprint ability","Post-training","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","Performance metrics improved after VHL.","Effects of a 6-Week Repeated-Sprint Training With Voluntary Hypoventilation at Low and High Lung Volume on Repeated-Sprint Ability in Female Soccer Players",,,,
"Brocherie2022.pdf","2022","43","RCT","team sports","hypoventilation (VHL)","normal breathing (RSN)","parallel","Performance","RSA performance","Post-training (5 weeks)","FALSE","16","","","","19","","","p < 0.05","","","","","","","","","","","","","8","43","Injuries (n=3), illness.","Eight out of the 43 subjects were unable to complete the protocol due to injuries (n=3), unavailability (n=4) or club transfer (n=1)",,,,,,
"Burtch2017.pdf","2017","25","RCT","swimming","controlled frequency breathing (CFB)","stroke matched control","parallel","Performance","200-yard time trial (s)","Post-training","TRUE","13","114","7","12","115","7","p = 0.61","13","12","0","0","13","13","100","12","12","100","0","13","0","12","None","0","0","0","0","0","25","","Control, SM (n = 12), mean (SD) 115 (7); Experimental, CFB (n = 13), mean (SD) 114 (7)"
"Buxton2024.pdf","2024","18","Crossover","resistance/strength","slow-paced breathing (4-7-8 method)","control","crossover","Performance","Average velocity (m/s)","Post-relaxation","FALSE","18","0.61","0.08","18","0.55","0.08","p = 0.773","18","18","0","0","18","18","100","18","18","100","0","18","0","18","None","0","0","0","0","0","18","","nor was there a significant main effect for condition (p = 0.773) for average velocity."
"Chiron2026.pdf","2026","22","RCT","running","slow-paced breathing (RELAX)","control (CONT)","parallel","Physiological","RMSSD (ms)","Post-test","FALSE","11","72.95","35.22","11","89.37","4.61","p < 0.01","11","11","0","0","11","11","100","11","11","100","0","11","0","11","None","0","0","0","0","0","22","RELAX group showed significant modulation of stress parameters.","RMSSD 72.95 ? 35.22... 89.37 ? 4.61"
"Citherlet2021.pdf","2021","16","Crossover","running","Wim Hof breathing method","spontaneous breathing","crossover","Performance","RAST peak power","Post-test","FALSE","15","","","","15","","","p > 0.05","16","16","1","1","15","16","93.75","15","16","93.75","0","15","0","15","None","0","0","0","0","0","16","1 participant excluded for muscular injury."
"Dobashi2021.pdf","2021","11","Crossover","cycling","voluntary hyperventilation","control","crossover","Performance","Wingate performance","Post-test","FALSE","11","","","","11","","","p > 0.05","11","11","0","0","11","11","100","11","11","100","0","11","0","11","None","0","0","0","0","0","11",""
"Durand2000.pdf","2000","22","Observational","endurance","hypoventilation","athletes without EIH","observational","Physiological","PaO2","Post-test","FALSE","12","","","","10","","","p < 0.05","12","10","0","0","12","12","100","10","10","100","0","12","0","10","None","0","0","0","0","0","22",""
"Fernandez2019.pdf","2019","25","Observational","freediving","breath holding","fast recovery","observational","Physiological","SaO2","Post-test","FALSE","25","","","","","","","","25","25","","","","","","","","","","","","","","0","25","","Low SaO2 after diving indicates pulmonary edema",,,
"FernandezBarradas2026.pdf","2026","34","Before-after","team sports","slow-paced breathing","baseline","crossover","Psychological","Cognitive anxiety","Post-test","TRUE","","","","","","","","","p < 0.001","","","","","","","","","","","","","","","","","","","","Cognitive anxiety 52.27 16 < .001",
"FornasierSantos2018.pdf","2018","35","RCT","team sports","hypoventilation (VHL)","normal breathing (RSN)","parallel","Performance","RSA performance","Post-training","FALSE","11","","","","10","","","p < 0.05","35","35","","","","","","","","","","","","","","14","40","14 subjects did not complete.","RSA performance largely improved",,,
"Fox2025.pdf","2025","404","RCT","non-sport exercise/performance","Wim Hof Method","Meditation control","parallel","Psychological","Energy level change","Post-training","FALSE","142","","","","131","","","p < 0.001","142","131","","","","","","","","","","","","","","","","404","152 dropouts overall.","WHM (vs MC) 1.44 (0.15) [1.15, 1.74]",,
"Fujii2015.pdf","2015","11","Crossover","cycling","voluntary hyperventilation","control","crossover","Performance","Power","Post-test","FALSE","","","","","","","","p > 0.05","","","","","","","","","","","","","","","","","","","","Reduces aerobic metabolic rate without affecting exercise performance.",,
"Guimard2014.pdf","2014","15","Crossover","swimming","breath holding/apnea","normal breathing","crossover","Performance","Performance (time)","Post-test","TRUE","15","","","","15","","","p < 0.05","15","15","0","0","15","15","100","15","15","100","0","15","0","15","None","0","0","0","0","0","15",""
"Jacob2015.pdf","2015","14","Crossover","swimming","voluntary hyperventilation","normal breathing","crossover","Performance","Average velocity","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","Velocity significantly higher under HV conditions",,
"Jing2026.pdf","2026","20","RCT","swimming","breath holding/apnea","control","parallel","Physiological","lung capacity","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","Effects of underwater breath-holding training on athletes' lung capacity",,
"Katz2026.pdf","2026","40","Crossover","resistance/strength","diaphragmatic breathing","control","crossover","Performance","Deadlift 1RM (kg)","Post-test","FALSE","40","163.6","47.1","40","160.7","49.6","p < 0.05","40","40","0","0","40","40","100","40","40","100","0","40","0","40","None","0","0","0","0","0","40","Small effect size (d = 0.34).","Deadlift 1RM was significantly greater in the diaphragmatic breathing condition than control (163.6 ? 47.1 vs. 160.7 ? 49.6 kg; mean difference = 2.9 kg, +2.8%; p < 0.05)."
"Liapaki2025.pdf","2025","15","Crossover","swimming","breath holding/apnea","normal breathing","crossover","Physiological","Heart Rate","Post-test","FALSE","","","","","","","","p > 0.05","","","","","","","","","","","","","","","","","","","Sport was previously extracted as running but text supports swimming (freedivers vs swimmers).","Effects of apnoea versus normal breathing on physiological responses during high-intensity interval training",,
"Lindholm2005.pdf","2005","5","Observational","freediving","glossopharyngeal breathing","baseline","observational","Physiological","VC","Post-test","FALSE","5","","","","5","","","p < 0.05","5","5","","","","","","","","","","","","","","None","","","","","",""
"Lorinczi2025.pdf","2025","20","RCT","team sports","breath holding/apnea (EEBH)","normal breathing","parallel","Performance","RSA","Post-training","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","Improves RSA in soccer players",,
"Marko2022.pdf","2022","23","Before-after","cycling","Wim Hof Method","baseline","crossover","Physiological","VE","Post-test","FALSE","23","","","","23","","","p < 0.05","23","23","0","0","23","23","100","23","23","100","0","23","0","23","None","0","0","0","0","0","23",""
"Raidl2026.pdf","2026","20","RCT","running","slow-paced breathing","control","parallel","Physiological","Recovery","Post-test","FALSE","","","","","","","","p > 0.05","","","","","","","","","","","","","","","","","","","","No Evidence for the Efficacy of Slow-Paced Breathing as a Recovery Strategy",,
"Rosa2024.pdf","2024","14","Crossover","non-sport exercise/performance","hypoventilation (RS-VHL)","normal breathing (RSN)","crossover","Performance","PPO","Post-test","FALSE","14","","","","14","","","p < 0.05","14","14","0","0","14","14","100","14","14","100","0","14","0","14","None","0","0","0","0","0","14",""
"Sakamoto2020.pdf","2020","11","Crossover","resistance/strength","hyperventilation","spontaneous breathing","crossover","Performance","Lifting repetitions","Post-test","FALSE","11","","","","11","","","p < 0.05","11","11","0","0","11","11","100","11","11","100","0","11","0","11","None","0","0","0","0","0","11",""
"Spiering2004.pdf","2004","78","Observational","winter sports","voluntary hyperventilation","baseline","observational","Physiological","FEV1","Post-test","FALSE","78","","","","","","","","78","78","","","","","","","","","","","","","","0","78","","Relative intensity of the EVH TV was 88?9% VEmax",,,
"Vaidya2021.pdf","2021","30","RCT","non-sport exercise/performance","yoga-based breathing","control","parallel","Performance","Bowling speed","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","improvements in baseline scores in bowling speed",,
"Woorons2008.pdf","2008","16","RCT","running","hypoventilation","normal breathing","parallel","Physiological","VO2max","Post-test","FALSE","8","","","","8","","","p > 0.05","8","8","0","0","8","8","100","8","8","100","0","8","0","8","None","0","0","0","0","0","16",""
"Woorons2019.pdf","2019","10","Crossover","running","hypoventilation","normal breathing","crossover","Physiological","SpO2","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","SpO2 dropped, no diff in muscle O2Hb/HHb",,
"Woorons2020.pdf","2020","16","RCT","team sports","hypoventilation","normal breathing","parallel","Performance","RSA","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","Transferable benefits of cycle hypoventilation training",,
"Yilmaz2025.pdf","2025","12","Other experimental","non-sport exercise/performance","voluntary hyperventilation","control","parallel","Performance","Power output","Post-test","FALSE","","","","","","","","p < 0.05","","","","","","","","","","","","","","","","","","","","Evaluating bioenergetic pathway contributions",,
